acc,label,phylum,f1,cls,n_overlap,grp_size,is_longest,length
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,203,56,0,5450
NC_003155.5,S. avermitilis,Actinobacteria,66.34,TP,99,25,0,1799
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,59,18,0,1808
NC_003155.5,S. avermitilis,Actinobacteria,66.34,TP,122,34,0,2264
NC_003155.5,S. avermitilis,Actinobacteria,66.34,TP,51,9,0,1448
NC_003155.5,S. avermitilis,Actinobacteria,66.34,TP,121,39,0,2342
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,85,21,0,1517
NC_003155.5,S. avermitilis,Actinobacteria,66.34,TP,822,417,0,14645
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,78,18,0,1520
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,179,65,0,3446
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,84,24,0,1724
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,152,58,0,3233
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,116,45,0,2444
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,481,191,0,10067
NC_003155.5,S. avermitilis,Actinobacteria,66.34,TP,77,45,0,1556
NC_003155.5,S. avermitilis,Actinobacteria,66.34,TP,73,37,0,1466
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,174,75,0,3338
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,72,17,0,1631
NC_003155.5,S. avermitilis,Actinobacteria,66.34,TP,97,37,0,2210
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,62,18,0,1598
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,62,30,0,2027
NC_003155.5,S. avermitilis,Actinobacteria,66.34,TP,44,18,0,1571
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,89,20,0,1886
NC_003155.5,S. avermitilis,Actinobacteria,66.34,TP,166,1,1,4571
NC_003155.5,S. avermitilis,Actinobacteria,66.34,TP,44,22,0,1994
NC_003155.5,S. avermitilis,Actinobacteria,66.34,TP,73,29,0,1781
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,85,38,0,1748
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,67,14,0,1586
NC_003155.5,S. avermitilis,Actinobacteria,66.34,TP,44,21,0,1616
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,81,16,0,1550
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,158,37,0,3188
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,108,19,0,2360
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,88,5,0,1787
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,59,13,0,1589
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,89,20,0,1940
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,42,18,0,1574
NC_003155.5,S. avermitilis,Actinobacteria,66.34,TP,66,23,0,1910
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,95,3,0,1727
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,115,11,0,1949
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,51,10,0,1577
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,79,19,0,1967
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,59,23,0,1547
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,109,29,0,1901
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,61,46,0,3311
NC_003155.5,S. avermitilis,Actinobacteria,66.34,TP,61,45,0,2252
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,49,1,1,1835
NC_003155.5,S. avermitilis,Actinobacteria,66.34,TP,58,36,0,1631
NC_003155.5,S. avermitilis,Actinobacteria,66.34,TP,93,37,0,1994
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,117,17,0,2780
NC_003155.5,S. avermitilis,Actinobacteria,66.34,TP,87,38,0,2405
NC_003155.5,S. avermitilis,Actinobacteria,66.34,TP,74,38,0,3119
NC_003155.5,S. avermitilis,Actinobacteria,66.34,TP,104,34,0,2507
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,106,52,0,2546
NC_003155.5,S. avermitilis,Actinobacteria,66.34,TP,108,30,0,2468
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,143,15,0,2489
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,113,21,0,1649
NC_003155.5,S. avermitilis,Actinobacteria,66.34,TP,89,24,0,1694
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,125,33,0,2789
NC_003155.5,S. avermitilis,Actinobacteria,66.34,TP,83,21,0,1697
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,206,57,0,4070
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,96,35,0,1463
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,95,43,0,1535
NC_003155.5,S. avermitilis,Actinobacteria,66.34,TP,162,69,0,3089
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,101,13,0,1949
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,91,20,0,1742
NC_003155.5,S. avermitilis,Actinobacteria,66.34,TP,69,20,0,1448
NC_003155.5,S. avermitilis,Actinobacteria,66.34,TP,111,39,0,2060
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,140,35,0,2990
NC_003155.5,S. avermitilis,Actinobacteria,66.34,FP,149,43,0,2654
NC_003155.5,S. avermitilis,Actinobacteria,66.34,TP,70,25,0,1676
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,15,10,0,1403
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,25,15,0,1070
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,19,10,0,1277
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,16,10,0,1274
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,32,27,0,1370
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,18,11,0,1061
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,14,11,0,812
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,18,9,0,911
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,44,26,0,2069
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,28,15,0,1472
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,17,13,0,962
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,25,15,0,1229
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,15,8,0,1106
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,35,26,0,1667
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,25,18,0,1445
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,27,19,0,1175
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,26,20,0,929
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,17,15,0,905
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,29,13,0,1148
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,25,16,0,1076
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,28,17,0,1136
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,45,29,0,2066
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,11,11,0,941
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,13,7,0,743
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,27,19,0,1403
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,12,10,0,734
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,14,11,0,848
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,24,19,0,1001
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,16,13,0,779
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,30,19,0,1649
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,19,13,0,1286
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,18,14,0,1004
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,29,20,0,731
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,26,21,0,1391
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,16,12,0,779
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,12,9,0,848
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,42,26,0,1763
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,39,33,0,2498
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,23,17,0,1331
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,17,10,0,851
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,26,20,0,1160
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,43,35,0,1304
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,27,19,0,953
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,29,17,0,1304
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,19,11,0,773
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,40,12,0,1517
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,27,21,0,1727
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,12,6,0,974
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,20,17,0,764
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,43,28,0,1109
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,31,16,0,875
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,32,19,0,1523
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,47,27,0,2165
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,26,25,0,1253
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,46,31,0,2318
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,25,17,0,1541
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,14,12,0,1358
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,20,18,0,827
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,34,31,0,1226
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,9,9,0,743
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,17,13,0,1073
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,32,18,0,1544
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,25,14,0,1532
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,39,23,0,2192
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,31,23,0,2177
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,13,9,0,824
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,24,14,0,1784
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,21,19,0,1415
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,15,9,0,725
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,12,11,0,806
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,31,21,0,1361
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,14,10,0,1235
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,26,19,0,1130
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,22,16,0,1280
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,17,10,0,728
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,21,17,0,1202
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,12,8,0,830
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,43,39,0,2006
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,31,24,0,1715
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,11,8,0,767
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,21,18,0,947
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,15,13,0,920
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,11,7,0,818
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,52,31,0,2003
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,60,24,0,2180
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,25,16,0,1448
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,50,25,0,2138
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,30,20,0,1277
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,27,16,0,1148
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,16,11,0,986
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,23,17,0,1304
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,13,11,0,824
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,25,19,0,1289
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,40,29,0,2198
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,9,8,0,956
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,37,36,0,1619
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,8,5,0,737
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,14,13,0,884
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,30,21,0,1400
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,26,18,0,1412
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,19,11,0,896
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,43,34,0,3698
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,21,14,0,1439
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,43,31,0,2309
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,16,12,0,1277
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,14,7,0,851
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,13,9,0,1115
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,24,14,0,869
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,22,12,0,1061
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,26,21,0,1511
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,11,8,0,761
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,23,15,0,890
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,44,23,0,1868
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,22,15,0,1136
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,26,17,0,1253
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,30,20,0,1367
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,28,19,0,1466
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,43,30,0,1991
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,20,16,0,1343
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,25,10,0,1085
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,32,20,0,1058
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,35,20,0,1475
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,5,5,0,788
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,20,14,0,758
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,9,9,0,731
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,39,29,0,2321
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,15,9,0,731
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,24,19,0,1421
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,31,23,0,1886
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,40,24,0,2480
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,32,20,0,1193
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,22,14,0,1370
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,25,20,0,980
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,22,19,0,728
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,23,14,0,1019
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,25,19,0,1235
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,22,14,0,1217
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,20,14,0,1475
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,55,29,0,2309
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,20,14,0,1250
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,16,8,0,833
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,39,18,0,1997
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,24,18,0,1358
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,FP,38,23,0,1061
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,16,15,0,842
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,38,25,0,1952
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,22,13,0,1052
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,33,14,0,1133
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,24,20,0,1199
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,21,16,0,1085
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,51,32,0,2645
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,16,11,0,1028
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,17,12,0,890
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,26,14,0,1316
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,25,17,0,995
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,13,8,0,1154
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,18,11,0,1001
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,15,13,0,1076
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,32,26,0,1349
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,12,9,0,728
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,22,12,0,851
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,15,10,0,743
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,25,23,0,1298
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,8,5,0,803
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,14,10,0,818
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,17,9,0,1049
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,45,27,0,2096
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,18,13,0,965
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,42,29,0,2297
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,18,14,0,1196
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,30,22,0,1430
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,17,10,0,1364
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,25,19,0,1514
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,19,13,0,1712
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,13,7,0,917
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,18,6,0,752
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,19,11,0,1301
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,11,5,0,1175
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,16,4,0,962
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,23,15,0,1097
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,32,19,0,2129
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,12,7,0,854
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,25,17,0,2174
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,43,29,0,2171
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,30,18,0,1778
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,25,10,0,1157
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,13,7,0,806
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,55,9,0,1532
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,26,16,0,1493
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,13,9,0,1013
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,24,15,0,1136
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,7,6,0,1088
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,14,8,0,1067
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,19,12,0,962
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,17,12,0,1280
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,33,10,0,2549
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,17,11,0,1226
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,24,15,0,1256
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,26,23,0,1418
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,14,7,0,1133
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,27,17,0,1337
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,38,17,0,2507
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,14,12,0,923
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,28,26,0,1184
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,43,29,0,2351
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,26,11,0,1217
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,11,7,0,860
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,22,8,0,1013
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,26,17,0,2015
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,22,13,0,1340
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,31,20,0,1913
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,8,5,0,860
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,17,10,0,917
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,28,18,0,1334
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,39,31,0,1343
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,25,13,0,1550
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,33,25,0,1229
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,26,13,0,1679
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,29,18,0,1214
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,11,8,0,839
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,17,14,0,947
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,26,19,0,968
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,16,12,0,941
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,19,10,0,851
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,25,17,0,1121
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,20,10,0,929
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,14,12,0,932
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,14,10,0,1157
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,9,10,0,818
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,16,13,0,1400
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,56,37,0,2648
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,19,11,0,749
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,25,23,0,755
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,40,27,0,1676
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,24,16,0,947
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,27,13,0,1115
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,30,23,0,1535
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,15,10,0,1193
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,18,16,0,914
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,23,13,0,1352
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,33,14,0,1133
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,21,9,0,1034
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,12,8,0,947
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,41,25,0,1973
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,103,64,0,4574
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,25,14,0,1136
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,20,13,0,980
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,22,19,0,869
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,17,14,0,887
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,21,12,0,1013
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,31,22,0,1709
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,19,14,0,758
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,44,31,0,2096
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,22,18,0,947
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,33,16,0,1439
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,18,14,0,1274
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,32,25,0,1325
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,11,6,0,806
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,17,15,0,1097
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,47,19,0,1595
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,44,22,0,1598
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,19,15,0,722
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,25,21,0,1265
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,20,10,0,824
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,21,11,0,947
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,40,27,0,1922
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,12,11,0,1085
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,36,26,0,1223
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,44,30,0,1853
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,16,11,0,788
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,19,17,0,1319
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,20,16,0,1403
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,14,9,0,1448
NC_003030.1,C. acetobutyl.,Firmicutes,88.01,TP,23,16,0,1478
