type,acc,name,genome_cat,correct_rank,gap_01,gap_to_correct,prob_keep,clf_flipped,d_rbs,d_anti_sd,d_codon,d_imm,d_length,d_f4,d_baseline,gc_pct,d_len_zscore
B2,NC_003155.5,Streptomyces,problem,1,0.3764225607987477,0.3764225607987477,0.8989547038327527,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.2416401295572701,0.2416401295572701,0.9721784776902888,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.19681523045024507,0.19681523045024507,0.09019607843137255,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.1725569372723763,0.1725569372723763,0.30113636363636365,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.32648841418853536,0.32648841418853536,0.6141552511415522,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.2664406927810212,0.2664406927810212,0.4566929133858268,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.11902088962978219,0.11902088962978219,0.01556420233463035,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.9843898729672103,0.9843898729672103,0.7513297872340425,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.024716554492885123,0.024716554492885123,0.038945844183142335,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.7794908141073282,0.8657510213983635,0.9972051425377306,False,0.053837719357460734,0.11538461538461542,0.05537064478488318,0.0789807336719539,-45.0,0.5714285714285714,0.8657510213983635,0.7071655449693804,-0.31831951157450256
B2,NC_003155.5,Streptomyces,problem,1,0.15433257987159,0.15433257987159,0.9318681318681319,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.14239583574357084,0.14239583574357084,0.02761904761904762,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.5928955507407707,0.5928955507407707,0.3169642857142857,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.014911223743343527,0.014911223743343527,0.02761904761904762,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.02696358462508819,0.02696358462508819,0.01556420233463035,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.009941821598776102,0.009941821598776102,0.06521739130434782,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.027837021235288972,0.027837021235288972,0.11922141119221409,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.3249487015049741,0.3249487015049741,0.12403100775193801,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.31819310904298526,0.31819310904298526,0.7785817655571635,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.06303017685415568,0.06303017685415568,0.04488330341113106,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.11657739523262833,0.11657739523262833,0.036065573770491806,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.7119492308169697,0.9555062790765696,0.01126126126126126,True,-0.6075971184627709,0.0,-0.3600469929100612,-0.06323881751193078,213.0,-0.7142857142857143,0.9555062790765696,0.7071655449693804,1.5067123547859798
B2,NC_003155.5,Streptomyces,problem,1,0.4850167798158562,0.4850167798158562,0.9913700107874865,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.19036594526168749,0.19036594526168749,0.9808187804179788,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.04117595672287466,0.04117595672287466,0.002976190476190476,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.2809194507407291,0.33082798756012544,0.9389140271493213,False,0.35532894775924057,0.038461538461538436,-0.12298395965213871,-0.09097833375992881,111.0,0.5714285714285714,0.33082798756012544,0.7071655449693804,0.7851881285504403
B2,NC_003155.5,Streptomyces,problem,1,0.22164847339099936,0.22164847339099936,0.2302568981921979,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.1679556765223218,0.5676249110744429,0.12588652482269502,True,0.7465497084234549,0.0,-0.013731293967951474,-0.006766792343261496,-123.0,0.0,0.5676249110744429,0.7071655449693804,-0.8700733316369735
B2,NC_003155.5,Streptomyces,problem,1,0.3567272243604762,0.3567272243604762,0.2302568981921979,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.19176583163491223,0.19176583163491223,0.8735119047619048,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.1710314351323774,0.1710314351323774,0.452755905511811,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.5537627548320039,0.8100154481846542,0.06586021505376345,True,0.5414536346807474,0.07692307692307687,-0.2540853555593808,-0.38903935716710036,153.0,0.7142857142857143,0.8100154481846542,0.7071655449693804,1.0822863393533095
B2,NC_003155.5,Streptomyces,problem,1,0.13689583959686802,0.13689583959686802,0.0,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.23010002637493443,0.23010002637493443,0.7513297872340425,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.655292395672884,0.7240020167444889,0.9991835994194485,False,1.022916667791753,-0.2692307692307693,0.005628916236084747,-0.0004006799474534084,9.0,1.0,0.7240020167444889,0.7071655449693804,0.06366390231490016
B2,NC_003155.5,Streptomyces,problem,1,0.6664061499135059,0.6664061499135059,1.0,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.07951297680386293,0.07951297680386293,0.0,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.03141646274302712,0.03141646274302712,0.5525210084033613,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.07957045156344833,0.07957045156344833,0.0008904719501335708,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.6574148170778433,0.6574148170778433,0.01556420233463035,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.430575359895645,0.430575359895645,0.3169642857142857,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.397337489504638,0.5418291002758053,0.9861248761149654,False,0.49223057698249784,0.038461538461538436,-0.024941782493106857,-0.01641844387145386,30.0,0.7142857142857143,0.5418291002758053,0.7071655449693804,0.21221300771633533
B2,NC_003155.5,Streptomyces,problem,1,0.12458851765146406,0.12458851765146406,0.002785515320334262,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.07917693027428818,0.07917693027428818,0.8498659517426272,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.5361202525460591,0.5361202525460591,0.999468085106383,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.3116036823477337,0.3116036823477337,0.0008904719501335708,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.12643413440263007,0.12643413440263007,0.0008904719501335708,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.053898428731280035,0.053898428731280035,0.01556420233463035,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.0446834394149942,0.0446834394149942,0.2863157894736842,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.38534905214232396,0.44269311071038686,0.002785515320334262,True,1.3782456155509935,0.038461538461538436,0.03952937410920998,0.02201670137244771,-111.0,0.0,0.44269311071038686,0.7071655449693804,-0.7851881285504403
B2,NC_003155.5,Streptomyces,problem,1,0.04799416377130594,0.04799416377130594,0.49443207126948785,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.32862622863268065,0.32862622863268065,0.06586021505376345,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.3488928790081296,0.4086666730153965,0.9100467289719626,False,0.7357821645519625,-0.11538461538461536,0.0019531872823015384,0.029401606198554697,-9.0,0.5714285714285714,0.4086666730153965,0.7071655449693804,-0.0636639023149006
B2,NC_003155.5,Streptomyces,problem,1,0.6680012241677726,0.6680012241677726,0.6363636363636365,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.2285299369952316,0.2285299369952316,0.2863157894736842,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.03162653463881604,0.05143765723934024,0.6141552511415522,False,-0.7178362580994757,0.038461538461538436,-0.1719966199796168,-0.06604967721346833,150.0,0.0,0.05143765723934024,0.7071655449693804,1.0610650385816762
B2,NC_003155.5,Streptomyces,problem,1,0.028737817134295796,0.028737817134295796,0.452755905511811,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.09121980507338279,0.09121980507338279,0.3169642857142857,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.14576283569888915,0.14576283569888915,0.7513297872340425,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.1357194626123146,0.1357194626123146,0.036065573770491806,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.15734043254276564,0.17201073117831456,0.054673721340388004,True,-0.08614035097193717,-0.11538461538461536,0.050225731395689754,0.025506433721322996,-36.0,-0.5714285714285714,0.17201073117831456,0.7071655449693804,-0.2546556092596024
B2,NC_003155.5,Streptomyces,problem,1,0.13526330082979499,0.13526330082979499,0.031746031746031744,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.11240025113499286,0.11240025113499286,0.0051635111876075735,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.0403809857890951,0.0403809857890951,0.12588652482269502,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.2542976733178186,0.6195086439453696,1.0,False,0.6460526322895283,0.0,0.07285750150283299,0.12460957825572128,-48.0,0.5714285714285714,0.6195086439453696,0.7071655449693804,-0.33954081234613653
B2,NC_003155.5,Streptomyces,problem,1,0.0012058401866958945,0.0012058401866958945,0.0,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.21172948627716615,0.21172948627716615,0.5223880597014925,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.4908132270716852,0.4908132270716852,0.09019607843137255,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.6473686144401896,0.6473686144401896,0.9991835994194485,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.007485033348192616,0.007485033348192616,0.002976190476190476,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.23433176121695531,0.23433176121695531,0.5525210084033613,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.02082505670550816,0.02082505670550816,0.11922141119221409,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.02619902859468226,0.02619902859468226,0.054673721340388004,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.9331589628447174,0.9331589628447174,0.0008904719501335708,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.12332892754468361,0.12332892754468361,0.9389140271493213,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.8601515078866213,0.8612998243766783,0.9972051425377306,False,0.32302631614476407,0.07692307692307687,-0.03210780669743085,0.025935121106140158,54.0,0.7142857142857143,0.8612998243766783,0.7071655449693804,0.3819834138894034
B2,NC_003155.5,Streptomyces,problem,1,0.22428756051488818,0.22428756051488818,0.9628787878787879,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.1533121499480966,0.1533121499480966,0.02761904761904762,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.11080258739908899,0.14639075638647547,0.14018691588785046,True,-0.48453947421714616,0.0,-0.011021475385249113,-0.03555459282410511,18.0,-0.1428571428571429,0.14639075638647547,0.7071655449693804,0.1273278046298021
B2,NC_003155.5,Streptomyces,problem,1,0.03883361728232693,0.03883361728232693,0.04488330341113106,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.1314486205615868,0.1314486205615868,0.2302568981921979,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.4303662912763091,0.4303662912763091,0.9963931469792606,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.1495324823300237,0.1495324823300237,0.9721784776902888,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.5068305872223613,0.5068305872223613,0.575609756097561,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.6916608948701324,0.6916608948701324,0.9997844827586206,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.2741664191814728,0.2741664191814728,0.0,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.23592587602029003,0.23592587602029003,0.7897091722595079,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.07890227265874117,0.22969990294612153,0.01633986928104575,True,1.0336842116632452,0.038461538461538436,-0.07112460464686587,-0.14376216712616352,51.0,0.0,0.22969990294612153,0.7071655449693804,0.36076211311777007
B2,NC_003155.5,Streptomyces,problem,1,0.049819086458782635,0.049819086458782635,0.6141552511415522,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.23707449922351032,0.23707449922351032,0.2302568981921979,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.14945104262195308,0.14945104262195308,0.38977072310405636,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.13222682090769755,0.13222682090769755,0.054673721340388004,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.3201320540637962,0.3201320540637962,0.11922141119221409,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.20379340114712186,0.24239993327774556,0.7897091722595079,False,-0.3014912284017799,-0.15384615384615385,-0.019232519899644585,-0.023503676687651742,12.0,-0.5714285714285714,0.24239993327774556,0.7071655449693804,0.08488520308653413
B2,NC_003155.5,Streptomyces,problem,1,0.21503460662631824,0.21503460662631824,0.999468085106383,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.14993162133099602,0.14993162133099602,0.4583333333333333,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.18469050197632875,0.27105247496523255,0.11922141119221409,True,0.8721710535908632,0.1538461538461538,0.059533957170660345,0.05178482683227803,-24.0,0.0,0.27105247496523255,0.7071655449693804,-0.16977040617306827
B2,NC_003155.5,Streptomyces,problem,1,0.05482042677089183,0.05482042677089183,0.01126126126126126,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.06904503728090461,0.06904503728090461,0.9903713892709766,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.4503930353033425,0.4503930353033425,0.7489878542510121,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.004184653655595838,0.004184653655595838,0.8735119047619048,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.051212005339365874,0.051212005339365874,0.0051635111876075735,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.7149955882051602,0.8129926197902986,0.01126126126126126,True,0.7824415213284285,0.0,-0.26231809983496257,-0.20701404864924333,138.0,0.0,0.8129926197902986,0.7071655449693804,0.9761798354951419
B2,NC_003155.5,Streptomyces,problem,1,0.5263898168871535,0.5263898168871535,0.0008904719501335708,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.00948623021867867,0.00948623021867867,0.6363636363636365,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.005374838635049173,0.12297843188211388,0.2302568981921979,False,0.3373830413067536,0.23076923076923073,-0.03090379717576419,-0.04467340406783227,18.0,0.0,0.12297843188211388,0.7071655449693804,0.1273278046298012
B2,NC_003155.5,Streptomyces,problem,1,0.0462434144161179,0.0462434144161179,0.02761904761904762,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.22370656602418393,0.30830531630828517,0.9963931469792606,False,-0.21535087742984274,0.0,0.0016243178386801116,0.00741238816301415,-3.0,0.0,0.30830531630828517,0.7071655449693804,-0.021221300771633977
B2,NC_003155.5,Streptomyces,problem,1,0.02371297208467027,0.02371297208467027,0.07331378299120235,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.06887264312737429,0.06887264312737429,0.21301775147928995,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.06747813918881462,0.06747813918881462,0.02761904761904762,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.051138422048655485,0.051138422048655485,0.3169642857142857,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.26795735981797897,0.26795735981797897,0.002785515320334262,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.19084675836984388,0.19084675836984388,0.002770083102493075,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.034422032649413126,0.034422032649413126,0.5525210084033613,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.10397090845254198,0.10397090845254198,0.11922141119221409,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.05924829227008033,0.05924829227008033,0.01556420233463035,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.14359958342855705,0.14359958342855705,0.575609756097561,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.2824993408053924,0.2824993408053924,0.2302568981921979,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.2619984417405874,0.2619984417405874,0.9972051425377306,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.36352001313110804,0.36352001313110804,0.9100467289719626,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.3068336616718952,0.3068336616718952,0.9628787878787879,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.34654403485891905,0.4409043410627689,0.9808187804179788,False,0.4953070180886384,0.1538461538461538,-0.19634301346921856,-0.2853688764316442,156.0,0.0,0.4409043410627689,0.7071655449693804,1.1035076401249428
B2,NC_003155.5,Streptomyces,problem,1,0.21925592499263413,0.21925592499263413,0.5525210084033613,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.22517619540753486,0.22517619540753486,0.5164319248826291,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.9290364571830305,0.9290364571830305,0.6826347305389222,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.028877822835720934,0.028877822835720934,0.07407407407407407,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.07177909169772789,0.07177909169772789,0.013297872340425532,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.38278270437301565,0.38278270437301565,0.8231827111984283,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.15745367382079145,0.15745367382079145,0.7785817655571635,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.1539719319312205,0.1539719319312205,0.2993630573248407,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.3070319121537004,0.3070319121537004,0.9903713892709766,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.405342265357465,0.405342265357465,0.5164319248826291,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.06800755519993018,0.06800755519993018,0.07331378299120235,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.07117527619396746,0.07117527619396746,0.7513297872340425,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.06155882201215235,0.3258947134379273,0.0,True,-0.7321929832614653,0.038461538461538436,-1.3315719142884619,-0.7367251114316271,1194.0,-0.7142857142857143,0.3258947134379273,0.7071655449693804,8.446077707110142
B2,NC_003155.5,Streptomyces,problem,1,4.607064152928331e-05,4.607064152928331e-05,0.036065573770491806,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.3023938024920554,0.3023938024920554,0.8231827111984283,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.07990119652496297,0.2865560763442101,0.054673721340388004,True,0.5383771935746069,-0.11538461538461531,0.14560512247466773,0.21811723104319514,-48.0,0.0,0.2865560763442101,0.7071655449693804,-0.3395408123461361
B4r2,NC_003155.5,Streptomyces,problem,2,0.33023429976248053,0.40613763543844783,0.9280303030303029,False,0.7106578955184812,0.07692307692307693,0.0020903984207742976,-0.020231075790180242,-6.0,0.0,0.40613763543844783,0.7071655449693804,-0.04244260154326707
B4r2,NC_003155.5,Streptomyces,problem,2,0.24906126977331766,0.6288429430637752,0.04488330341113106,True,-0.4307017548596855,0.038461538461538436,0.0824451835159874,0.04389349464209302,-48.0,-0.5714285714285714,0.6288429430637752,0.7071655449693804,-0.33954081234613565
B4r2,NC_003155.5,Streptomyces,problem,2,0.21498824240288528,0.3990957303300071,0.9991835994194485,False,-0.4953070180886384,0.11538461538461536,0.2586686898449493,0.11287817837820047,-204.0,-0.5714285714285714,0.3990957303300071,0.7071655449693804,-1.4430484524710794
B2,NC_003155.5,Streptomyces,problem,1,0.2316602206673508,0.2316602206673508,0.6975881261595547,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.7983400756272854,0.7983400756272854,0.955984555984556,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.13012232640911314,0.2528496680525727,0.49443207126948785,False,0.5383771935746069,0.0,0.010504021169669864,-0.008576893348410275,-9.0,0.0,0.2528496680525727,0.7071655449693804,-0.0636639023149006
B2,NC_003155.5,Streptomyces,problem,1,0.20123416572596753,0.20123416572596753,0.3169642857142857,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.3681190273123889,0.3681190273123889,0.9100467289719626,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.10683628139960888,0.10683628139960888,0.04488330341113106,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.20452957695479057,0.20452957695479057,0.09019607843137255,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.03709104604796565,0.03709104604796565,0.2863157894736842,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.3450500599465318,0.3450500599465318,0.2302568981921979,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.12086591904620292,0.2350311236956788,0.04488330341113106,True,-0.5383771935746069,0.1538461538461538,0.09371068560905504,0.10847721421492329,-39.0,-0.7142857142857143,0.2350311236956788,0.7071655449693804,-0.27587691003123593
B4r2,NC_003155.5,Streptomyces,problem,2,0.12377615594108082,0.6060943125168459,0.0,True,-0.5204312871221202,0.1538461538461538,-1.418495564763437,-0.9551984521715056,720.0,0.0,0.6060943125168459,0.7071655449693804,5.093112185192045
B2,NC_003155.5,Streptomyces,problem,1,0.1236586698857387,0.1236586698857387,0.17354497354497356,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.12269888428171072,0.12269888428171072,0.031746031746031744,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.3279348276356444,0.3279348276356444,0.0008904719501335708,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.20684299414900664,0.8133882432209987,1.0,False,0.9475438606913081,-0.34615384615384615,-0.003619532429315786,0.032596948267124004,30.0,0.7142857142857143,0.8133882432209987,0.7071655449693804,0.21221300771633533
B2,NC_003155.5,Streptomyces,problem,1,0.057327813894076485,0.057327813894076485,0.02761904761904762,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.12963378364667477,0.12963378364667477,0.01633986928104575,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.012278525904278581,0.012278525904278581,0.02761904761904762,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.14356880531630622,0.14356880531630622,0.09019607843137255,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.09398065569538261,0.24658731045263238,0.9808187804179788,False,0.32302631614476407,-0.11538461538461536,-0.01565922825564181,-0.06570819278442075,12.0,0.5714285714285714,0.24658731045263238,0.7071655449693804,0.08488520308653391
B2,NC_003155.5,Streptomyces,problem,1,0.4665580471055488,0.4665580471055488,0.002770083102493075,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.15554799900828975,0.15554799900828975,0.06521739130434782,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.021393643061076162,0.049792906010035054,0.0,True,-0.48453947421714616,0.1538461538461538,-1.1733952314584906,-0.6765423925474454,732.0,0.0,0.049792906010035054,0.7071655449693804,5.177997388278579
B2,NC_003155.5,Streptomyces,problem,1,0.004282878108440968,0.004282878108440968,0.5525210084033613,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.8861184790128966,0.8861184790128966,0.0,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.1385706389452679,0.1385706389452679,0.14018691588785046,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.15145163362060643,0.15145163362060643,0.06586021505376345,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.010559041441466022,0.010559041441466022,0.07331378299120235,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.1337451929622624,0.3388406470984826,0.452755905511811,False,0.38763157937371706,-0.19230769230769224,0.08626298423867484,0.09658953033038586,-66.0,0.0,0.3388406470984826,0.7071655449693804,-0.46686861697593773
B2,NC_003155.5,Streptomyces,problem,1,0.12337216749135393,0.12337216749135393,0.9686411149825784,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.08193610518313399,0.2820913906747915,0.2863157894736842,False,-0.017945906452486615,0.15384615384615385,0.09119101911706795,-0.04183525341892902,-54.0,0.0,0.2820913906747915,0.7071655449693804,-0.3819834138894036
B4r2,NC_003155.5,Streptomyces,problem,2,0.5557332992089172,0.7378130616096854,0.9808187804179788,False,-0.46659356776465954,0.0,0.09026171503708746,0.1264777801193615,-57.0,0.0,0.7378130616096854,0.7071655449693804,-0.4032047146610367
B2,NC_003155.5,Streptomyces,problem,1,0.09063035441569767,0.09063035441569767,0.3169642857142857,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.04706408201619183,0.04706408201619183,0.0008904719501335708,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.07447987915263354,0.07447987915263354,0.2993630573248407,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.31075205489901947,0.31075205489901947,0.2863157894736842,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.22207289584052603,0.22207289584052603,0.0008904719501335708,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.11519802420568936,0.11519802420568936,0.3169642857142857,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.008570558640080606,0.008570558640080606,0.7785817655571635,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.9189862822697252,0.9189862822697252,0.031746031746031744,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.16546879445917995,0.16546879445917995,0.6079545454545454,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.041754922526528127,0.041754922526528127,0.6141552511415522,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.7052324056063162,0.7052324056063162,0.452755905511811,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.26784801670804104,0.26784801670804104,0.8111111111111111,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.03472565603019362,0.03472565603019362,0.3169642857142857,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.8343531456229059,0.8343531456229059,0.0008904719501335708,True,,,,,,,,,
